ID	Value
PBSPD2011	ਉਹ\DM_DMD ਫ਼ੌਜੀ\N_NN ਟਰੱਕ\N_NN ਅਤੇ\CC_CCD ਕੁਝ\DM_DMQ ਬੰਦਿਆਂ\N_NN ਨੂੰ\PSP ਨਾਲ\PSP ਲੈ\V_VM ਕੇ\V_VM_VNF ਗੋਬਿੰਦਪੁਰਾ\N_NNP ਵੱਲ\PSP ਤੁਰ\V_VM ਪਏ\V_VM_VF ।\RD_PUNC
PBSPD2012	ਰਾਹ\N_NN ਵਿੱਚ\PSP ਸਥਾਨਕ\JJ ਪੁਲੀਸ\N_NN ਨੇ\PSP ਉਨ੍ਹਾਂ\PR_PRL ਨੂੰ\PSP ਗ੍ਰਿਫ਼ਤਾਰ\N_NN ਕਰ\V_VM ਲਿਆ\V_VM_VF ।\RD_PUNC
PBSPD2013	ਸੀਨੀਅਰ\JJ ਫ਼ੌਜੀ\N_NN ਅਧਿਕਾਰੀਆਂ\N_NN ਦੀ\PSP ਮਦਦ\N_NN ਨਾਲ\PSP ਜਦੋਂ\PR_PRL ਤੱਕ\PSP ਉਨ੍ਹਾਂ\PR_PRL ਨੂੰ\PSP ਛੁਡਾਇਆ\V_VM_VF ਗਿਆ\V_VM_VF ,\RD_PUNC ਉਦੋਂ\RB ਤੱਕ\PSP ਦੰਗਾਕਾਰੀਆਂ\N_NN ਨੇ\PSP ਉਨ੍ਹਾਂ\PR_PRL ਦੇ\PSP ਪਿੰਡ\N_NN ਨੂੰ\PSP ਸ਼ਮਸ਼ਾਨਘਾਟ\N_NN ਵਿੱਚ\PSP ਬਦਲ\V_VM ਦਿੱਤਾ\V_VM_VF ਸੀ\V_VAUX ।\RD_PUNC
PBSPD2014	ਮਿਲਖਾ\N_NNP ਸਿੰਘ\N_NNP ਦੀ\PSP ਮਾਂ\N_NN ,\RD_PUNC ਦੋ\QT_QTC ਭਰਾਵਾਂ\N_NN ,\RD_PUNC ਦੋਵੇਂ\QT_QTC ਭਰਜਾਈਆਂ\N_NN ਦੀਆਂ\PSP ਲਾਸ਼ਾਂ\N_NN ਤਾਂ\CC_CCS ਪਛਾਣਨੀਆਂ\V_VM_VF ਵੀ\RP_RPD ਔਖੀਆਂ\JJ ਹੋਈਆਂ\V_VM_VF ਪਈਆਂ\V_VM_VF ਸਨ\V_VAUX ।\RD_PUNC
PBSPD2015	ਇਸ\DM_DMD ਘਟਨਾ\N_NN ਤੋਂ\PSP ਚਾਰ-ਪੰਜ\QT_QTC ਦਿਨ\N_NN ਬਾਅਦ\RB ਮਿਲਖਾ\N_NNP ਸਿੰਘ\N_NNP ਦੇ\PSP ਭਰਾ\N_NN ਮੱਖਣ\N_NNP ਸਿੰਘ\N_NNP ਨੇ\PSP ਉਸ\PR_PRP ਨੂੰ\PSP ਅਤੇ\CC_CCD ਆਪਣੀ\PR_PRF ਪਤਨੀ\N_NN ਜੀਤ\N_NNP ਕੌਰ\N_NNP ਨੂੰ\PSP ਫੌਜੀ\N_NN ਟਰੱਕ\N_NN ’ਤੇ\RB ਚੜ੍ਹਾ\V_VM_VF ਕੇ\V_VM_VNF ਭਾਰਤ\N_NNP ਭੇਜ\V_VM ਦਿੱਤਾ\V_VM_VF ਕਿਉਂਕਿ\CC_CCS ਉਸ\PR_PRP ਨੂੰ\PSP ਖੁਦ\PR_PRF ਅਜੇ\RB ਕੁਝ\DM_DMQ ਦਿਨ\N_NN ਪਾਕਿਸਤਾਨ\N_NNP ਵਿੱਚ\PSP ਰਹਿਣਾ\V_VM_VINF ਪੈਣਾ\V_VM_VF ਸੀ\V_VAUX ।\RD_PUNC
PBSPD2016	ਫੌਜੀ\N_NN ਟਰੱਕ\N_NN ਨੇ\PSP ਉਨ੍ਹਾਂ\PR_PRL ਨੂੰ\PSP ਫਿਰੋਜ਼ਪੁਰ-ਹੁਸੈਨੀਵਾਲਾ\N_NNP ਦੇ\PSP ਇਲਾਕੇ\N_NN ਵਿੱਚ\PSP ਲਾਹ\V_VM ਦਿੱਤਾ\V_VM_VF ।\RD_PUNC
PBSPD2017	ਮਿਲਖਾ\N_NNP ਸਿੰਘ\N_NNP ਦੱਸਦਾ\V_VM_VF ਹੈ\V_VAUX ਕਿ\CC_CCS ਉਹ\PR_PRP ਇੱਥੇ\RB ਕੰਮ\N_NN ਦੀ\PSP ਤਲਾਸ਼\N_NN ਵਿੱਚ\PSP ਸਥਾਨਕ\JJ ਫੌਜੀ\N_NN ਕੈਂਪਾਂ\N_NN ਦੇ\PSP ਗੇੜੇ\V_VM_VF ਲਾਉਂਦਾ\V_VM_VF ਅਤੇ\CC_CCD ਰੋਟੀ\N_NN ਦਾ\PSP ਜੁਗਾੜ\N_NN ਕਰਨ\V_VM_VINF ਲਈ\PSP ਕਈ\DM_DMQ ਵਾਰੀ\RB ਜੁੱਤੀਆਂ\N_NN ਵੀ\RP_RPD ਪਾਲਸ਼\N_NN ਕਰਦਾ\V_VM_VF ।\RD_PUNC
PBSPD2018	ਇੱਥੇ\RB ਆਏ\V_VM_VF ਹੜ੍ਹਾਂ\N_NN ਅਤੇ\CC_CCD ਕੋਈ\DM_DMQ ਕੰਮ\N_NN ਨਾ\RP_NEG ਮਿਲਣ\V_VM_VINF ਕਾਰਨ\N_NN ਉਹ\PR_PRP ਅਤੇ\CC_CCD ਉਸ\PR_PRP ਦੀ\PSP ਭਰਜਾਈ\N_NN ਦਿੱਲੀ\N_NNP ਚਲੇ\V_VM_VF ਗਏ\V_VM_VF ।\RD_PUNC
PBSPD2019	ਉਹ\PR_PRP ਲਿਖਦਾ\V_VM_VF ਹੈ\V_VAUX ,\RD_PUNC ‘‘\N_NN ਅਸੀਂ\PR_PRP ਗੱਡੀ\N_NN ਦੀ\PSP ਛੱਤ\N_NN ’ਤੇ\RB ਬੈਠ\V_VM ਕੇ\V_VM_VNF ਦਿੱਲੀ\N_NNP ਗਏ\V_VM_VF ।\RD_PUNC
PBSPD2020	ਸਾਡਾ\PR_PRP ਉੱਥੇ\RB ਕੋਈ\DM_DMQ ਟਿਕਾਣਾ\N_NN ਨਹੀਂ\RP_NEG ਸੀ\V_VAUX ਜਿਸ\PR_PRL ਕਰਕੇ\V_VM_VNF ਅਸੀਂ\PR_PRP ਕੁਝ\DM_DMQ ਦਿਨ\N_NN ਰੇਲਵੇ\N_NN ਪਲੇਟਫਾਰਮ\N_NN ’ਤੇ\RB ਕੱਟੇ\V_VM_VF ।\RD_PUNC
PBSPD2021	ਬਾਅਦ\RB ’ਚ\PSP ਸਾਨੂੰ\PR_PRP ਪਤਾ\N_NN ਲੱਗਿਆ\V_VM_VF ਕਿ\CC_CCS ਭਰਜਾਈ\N_NN ਦੇ\PSP ਪੇਕੇ\N_NN ਸ਼ਾਹਦਰਾ\N_NNP ਰਹਿ\V_VM ਰਹੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBSPD2022	ਫੇਰ\RB ਅਸੀਂ\PR_PRP ਉਨ੍ਹਾਂ\PR_PRL ਕੋਲ\RB ਚਲੇ\V_VM_VF ਗਏ\V_VM_VF ।\RD_PUNC ’’\RD_PUNC
PBSPD2023	ਉਸ\PR_PRP ਨੂੰ\PSP ਭਰਜਾਈ\N_NN ਦੇ\PSP ਪੇਕੇ\N_NN ਘਰ\N_NN ਰਹਿਣਾ\V_VM_VINF ਬਹੁਤ\JJ ਔਖਾ\JJ ਲੱਗਦਾ\V_VM_VF ਸੀ\V_VAUX ਕਿਉਂਕਿ\CC_CCS ਉਸ\PR_PRP ਨੂੰ\PSP ਲੱਗਦਾ\N_NN ਸੀ\V_VAUX ਕਿ\CC_CCS ਉਹ\PR_PRP ਉਸ\PR_PRP ਦਾ\PSP ਉੱਥੇ\RB ਰਹਿਣਾ\V_VM_VINF ਬਹੁਤਾ\JJ ਪਸੰਦ\N_NN ਨਹੀਂ\RP_NEG ਸੀ\V_VAUX ਕਰਦੇ\V_VM_VF ।\RD_PUNC
PBSPD2024	ਉਸ\PR_PRP ਕੋਲ\RB ਪੈਸੇ\N_NN ਵੀ\RP_RPD ਨਹੀਂ\RP_NEG ਸਨ\V_VAUX ।\RD_PUNC
PBSPD2025	ਉਸ\PR_PRP ਵੇਲੇ\N_NN ਨੂੰ\PSP ਯਾਦ\N_NN ਕਰਦਿਆਂ\V_VM_VF ਮਿਲਖਾ\N_NNP ਸਿੰਘ\N_NNP ਲਿਖਦਾ\V_VM_VF ਹੈ\V_VAUX ,\RD_PUNC ‘‘\RD_PUNC ਜਦੋਂ\PR_PRL ਮੈਂ\PR_PRP ਆਪਣੀ\PR_PRF ਉਮਰ\N_NN ਦੇ\PSP ਬੱਚਿਆਂ\N_NN ਨੂੰ\PSP ਸਕੂਲ\N_NN ਜਾਂਦੇ\V_VM_VF ਦੇਖਦਾ\V_VM_VF ਤਾਂ\CC_CCS ਮੇਰਾ\PR_PRP ਵੀ\RP_RPD ਜੀਅ\N_NN ਸਕੂਲ\N_NN ਜਾਣ\V_VM_VINF ਨੂੰ\PSP ਕਰਦਾ\V_VM_VF ਪ੍ਰੰਤੂ\CC_CCS ਮੈਨੂੰ\PR_PRP ਤਾਂ\CC_CCS ਰੋਟੀ\N_NN ਦੇ\PSP ਵੀ\RP_RPD ਲਾਲ੍ਹੇ\N_NN ਪਏ\V_VM_VF ਹੋਏ\V_VM_VF ਸਨ\V_VAUX ਪੜ੍ਹਨਾ\V_VM_VINF ਤਾਂ\CC_CCS ਬਹੁਤ\JJ ਦੂਰ\RB ਦੀ\PSP ਗੱਲ\N_NN ਸੀ\V_VAUX ।\RD_PUNC ’’\RD_PUNC
PBSPD2026	ਮਿਲਖਾ\N_NNP ਸਿੰਘ\N_NNP ਨੂੰ\PSP ਉਦੋਂ\RB ਜ਼ਰਾ\QT_QTF ਕੁ\QT_QTF ਸੁਖ\N_NN ਦਾ\PSP ਸਾਹ\N_NN ਆਇਆ\V_VM_VF ਜਦੋਂ\PR_PRL ਉਸ\PR_PRP ਨੂੰ\PSP ਪਤਾ\N_NN ਲੱਗਿਆ\V_VM_VF ਕਿ\CC_CCS ਉਸ\PR_PRP ਦੀ\PSP ਭੈਣ\N_NN ਈਸ਼ਵਰ\N_NNP ਕੌਰ\N_NNP ਵੀ\RP_RPD ਇੱਥੇ\RB ਹੀ\RP_RPD ਨੇੜੇ\RB -\RD_PUNC ਤੇੜੇ\RD_ECH ਰਹਿੰਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBSPD2027	ਇਨ੍ਹਾਂ\PR_PRL ਦਿਨਾਂ\N_NN ਦੌਰਾਨ\RB ਉਹ\PR_PRP ਆਪਣਾ\PR_PRF ਬਹੁਤਾ\JJ ਸਮਾਂ\N_NN ਗਲੀਆਂ\N_NN ਵਿੱਚ\PSP ਘੁੰਮ\V_VM ਕੇ\V_VM_VNF ਗੁਜ਼ਾਰਦਾ\V_VM_VF ਅਤੇ\CC_CCD ਇੱਥੇ\RB ਹੀ\RP_RPD ਉਹ\PR_PRP ਬੁਰੀ\JJ ਸੰਗਤ\N_NN ਵਿੱਚ\PSP ਪੈ\V_VM ਗਿਆ\V_VM_VF ।\RD_PUNC
PBSPD2028	ਫਿਲਮਾਂ\N_NN ਦੇਖਣਾ\V_VM_VINF ਉਸ\PR_PRP ਦੀ\PSP ਆਦਤ\N_NN ਬਣ\V_VM ਗਈ\V_VM_VF ਸੀ\V_VAUX ਅਤੇ\CC_CCD ਫਿਲਮ\N_NN ਦੀ\PSP ਟਿਕਟ\N_NN ਖਰੀਦਣ\V_VM_VINF ਲਈ\PSP ਉਸ\PR_PRP ਨੇ\PSP ਹੋਰਨਾਂ\QT_QTF ਮੁੰਡਿਆਂ\N_NN ਨਾਲ\PSP ਰਲ\V_VM ਕੇ\V_VM_VNF ਚੋਰੀ\N_NN ਕਰਨੀ\V_VM_VINF ਅਤੇ\CC_CCD ਜੂਆ\N_NN ਖੇਡਣਾ\V_VM_VINF ਸ਼ੁਰੂ\RB ਕਰ\V_VM ਦਿੱਤਾ\V_VM_VF ।\RD_PUNC
PBSPD2029	ਆਪਣੀ\PR_PRF ਬੁਰੀ\JJ ਸੰਗਤ\N_NN ਬਾਰੇ\RB ਮਿਲਖਾ\N_NNP ਸਿੰਘ\N_NNP ਲਿਖਦਾ\V_VM_VF ਹੈ\V_VAUX ,\RD_PUNC ‘‘\RD_PUNC ਪੈਸਿਆਂ\N_NN ਲਈ\PSP ਮੈਂ\PR_PRP ਸ਼ਾਹਦਰਾ\N_NNP ਰੇਲਵੇ\N_NN ਸਟੇਸ਼ਨ\N_NN ’ਤੇ\RB ਖੜ੍ਹੀਆਂ\V_VM_VF ਮਾਲ\N_NN ਗੱਡੀਆਂ\N_NN ’ਚੋਂ\PSP ਚੋਰੀ\N_NN ਕਰਦਾ\V_VM_VF ।\RD_PUNC
PBSPD2030	ਇਕ\QT_QTC ਵਾਰੀ\RB ਪੁਲੀਸ\N_NN ਵੱਲੋਂ\PSP ਮਾਰੇ\V_VM_VF ਛਾਪੇ\N_NN ਦੌਰਾਨ\RB ਮੈਂ\PR_PRP ਤਾਂ\CC_CCS ਕਿਸੇ\PR_PRQ ਤਰ੍ਹਾਂ\PSP ਬਚ\V_VM ਕੇ\V_VM_VNF ਭੱਜ\V_VM ਨਿਕਲਿਆ\V_VM_VF ਜਦੋਂਕਿ\CC_CCS ਸਾਡੀ\PR_PRP ਟੋਲੀ\N_NN ਦੇ\PSP ਕੁਝ\DM_DMQ ਮੁੰਡੇ\N_NN ਪੁਲੀਸ\N_NN ਦੇ\PSP ਅੜਿੱਕੇ\N_NN ਚੜ੍ਹ\V_VM ਗਏ\V_VM_VF ।\RD_PUNC
PBSPD2031	ਉਡਣੇ\JJ ਸਿੱਖ\JJ ਮਿਲਖਾ\N_NNP ਸਿੰਘ\N_NN ’ਤੇ\RB ਬਣੀ\V_VM_VF ਫ਼ਿਲਮ\N_NN ‘\N_NN ਭਾਗ\N_NNP ਮਿਲਖਾ\N_NNP ਭਾਗ\N_NNP ’\N_NN ਰਿਲੀਜ਼\N_NN ਲਈ\PSP ਤਿਆਰ\N_NN ਹੈ\V_VAUX ,\RD_PUNC ਪਰ\CC_CCS ਮਿਲਖਾ\N_NNP ਸਿੰਘ\N_NNP ਦਾ\PSP ਕਹਿਣਾ\V_VM_VINF ਹੈ\V_VAUX ਕਿ\CC_CCS ਉਸ\PR_PRP ਨੇ\PSP 1960\QT_QTC ਤੋਂ\PSP ਬਾਅਦ\RB ਉਸ\PR_PRP ਬਾਰੇ\RB ਬਣੀ\V_VM_VF ਇਸ\DM_DMD ਫ਼ਿਲਮ\N_NN ਤੋਂ\PSP ਇਲਾਵਾ\RP_NEG ਹੋਰ\QT_QTF ਕੋਈ\DM_DMQ ਫ਼ਿਲਮ\N_NN ਨਹੀਂ\RP_NEG ਦੇਖੀ\V_VM_VF ।\RD_PUNC
PBSPD2032	ਫ਼ਿਲਮ\N_NN ‘\RD_PUNC ਭਾਗ\N_NNP ਮਿਲਖਾ\N_NNP ਭਾਗ\N_NNP ’\RD_PUNC ਭਾਰਤ\N_NNP ਦੇ\PSP ਇਸ\DM_DMD ਮਹਾਨ\JJ ਅਥਲੀਟ\N_NN ਦੇ\PSP ਜੀਵਨ\N_NN ’ਤੇ\RB ਬਣਾਈ\V_VM_VF ਗਈ\V_VM_VF ਫ਼ਿਲਮ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBSPD2033	ਇਹ\DM_DMD ਫ਼ਿਲਮ\N_NN ਦੇਖਣ\V_VM_VNF ਮਗਰੋਂ\RB ਮਿਲਖਾ\N_NNP ਸਿੰਘ\N_NNP ਦਾ\PSP ਕਹਿਣਾ\V_VM_VINF ਹੈ\V_VAUX ਕਿ\CC_CCS ਫ਼ਿਲਮ\N_NN ਵਿਚ\PSP ਫਰਹਾਨ\N_NNP ਅਖ਼ਤਰ\N_NNP ਨੇ\PSP ਬਹੁਤ\JJ ਖੂਬਸੂਰਤੀ\JJ ਨਾਲ\PSP ਉਸ\PR_PRP ਦਾ\PSP ਕਿਰਦਾਰ\N_NN ਪਰਦੇ\N_NN ’ਤੇ\RB ਉਤਾਰਿਆ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBSPD2034	ਅਖ਼ਬਾਰ\N_NN ‘\RD_PUNC ਦਿ\N_NNP ਹਿੰਦੂ\N_NNP ’\RD_PUNC ਵਿਚ\PSP ਛਪੀ\V_VM_VF ਇਕ\QT_QTC ਇੰਟਰਵਿਊ\N_NN ਵਿਚ\PSP ਮਿਲਖਾ\N_NNP ਸਿੰਘ\N_NNP ਇਸ\DM_DMD ਫ਼ਿਲਮ\N_NN ਬਾਰੇ\RB ਦੱਸਦਾ\V_VM_VF ਹੈ\V_VAUX ,\RD_PUNC ‘‘\RD_PUNC ਇਹ\DM_DMD ਫ਼ਿਲਮ\N_NN ਮੇਰੇ\PR_PRP ਜੀਵਨ\N_NN ਦੀ\PSP ਸੱਚੀ\JJ ਕਹਾਣੀ\N_NN ’ਤੇ\RB ਅਧਾਰਿਤ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBSPD2035	ਵੰਡ\N_NN ਵੇਲੇ\N_NN ਮੇਰੇ\PR_PRP ਵੱਲੋਂ\PSP ਮੁਲਤਾਨ\N_NNP ਵਿਚੋਂ\PSP ਬਚ\V_VM ਕੇ\V_VM_VNF ਦਿੱਲੀ\N_NNP ਪੁੱਜਣ\V_VM_VINF ਅਤੇ\CC_CCD ਉਸ\PR_PRP ਤੋਂ\PSP ਅੱਗੋਂ\RB ਆਪਣੀ\PR_PRF ਹੋਂਦ\N_NN ਲਈ\PSP ਸੰਘਰਸ਼\N_NN ਦੀ\PSP ਕਹਾਣੀ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBSPD2036	ਇਹ\DM_DMD ਫ਼ਿਲਮ\N_NN ਅੱਜ\RB ਦੀ\PSP ਪੀੜ੍ਹੀ\N_NN ਨੂੰ\PSP ਦੱਸੇਗੀ\V_VM_VF ਮਿਲਖਾ\N_NNP ਸਿੰਘ\N_NNP ਕੌਣ\PR_PRQ ਹੈ\V_VAUX ।\RD_PUNC ’’\RD_PUNC
