ID	Value
PBLTD2011	ਰੁਕ\RB ਰੁਕ\RB ਸੂਤ\N_NN ਪਏ\N_NN ਮਿਸਤਰ\N_NN ਦਾ,\V_VM_VF ਅਤੇ\CC_CCD ਸਾਬਤ\JJ ਕਲਮ\N_NN ਚਲਾਵਣ\V_VM_VF ।\RD_PUNC
PBLTD2012	ਹਾਸ਼ਮ\N_NNP ਆਸ਼ਕ\N_NN ਏਸ\PR_PRP ਕਿਤਾਬੋਂ,\N_NN ਨਿਤ\N_NN ਸਮਝਿ\N_NN ਸਲੂਕ\N_NN ਕਮਾਵਣ\V_VM_VINF ।\RD_PUNC
PBLTD2013	ਆਸ਼ਕ\N_NN ਜੇਡ\N_NN ਬੇਅਕਲ\JJ ਨਾ\RP_NEG ਕੋਈ,\DM_DMQ ਜਿਨ\PR_PRL ਜਾਣ\V_VM_VINF ਸਮਝ\N_NN ਨਿੱਤ\RB ਖਪਣਾ\V_VM_VINF |\RD_PUNC
PBLTD2014	ਬੇਦ\N_NN ਕੁਰਾਨ\N_NN ਪੜ੍ਹੇ\V_VM ਜੱਗ\N_NN ਸਾਰਾ,\DM_DMQ ਓਸ\PR_PRP ਨਾਮ\N_NN ਜਾਨੀ\N_NN ਦਾ\PSP ਜਪਣਾ\V_VM_VINF ।\RD_PUNC
PBLTD2015	ਆਤਸ਼\N_NN ਲੈਣ\V_VM_VINF ਬਿਗਾਨੇ\JJ ਘਰ\N_NN ਦੀ,\PSP ਤੇ\PSP ਫੂਕ\N_NN ਦੇਵਣ\V_VM_VINF ਘਰ\N_NN ਅਪਣਾ\PR_PRF ।\RD_PUNC
PBLTD2016	ਹਾਸ਼ਮ\N_NNP ਸ਼ਾਹ\N_NNP ਕੀ\PR_PRQ ਹਾਸਲ\N_NN ਇਸ਼ਕੋਂ,\N_NN ਐਵੇਂ\RB ਮੁਫ਼ਤ\RB ਬਿਰਹੋਂ\N_NN ਦਾ\PSP ਖਪਣਾ\V_VM_VINF |\RD_PUNC
PBLTD2017	ਆਤਸ਼\N_NN ਹੋਣ\V_VM_VINF ਬਿਰਹੋਂ\N_NN ਦੀ\PSP ਆਤਸ਼,\N_NN ਵਿਚ\PSP ਤੇਜ਼ੀ\RB ਬਹੁਤ\DM_DMQ ਪਛਾਤੀ\V_VM_VF ।\RD_PUNC
PBLTD2018	ਸੋਹਣੀ\JJ ਰੋਜ਼\RB ਮਿਲੇ\V_VM_VF ਤਰ\V_VM ਨਦੀਆਂ.\N_NN ਪਰ\CC_CCS ਸਰਦ\N_NN ਨ\RP_NEG ਹੋਵੇ\V_VM_VF ਛਾਤੀ\N_NN ।\RD_PUNC
PBLTD2019	ਓੜਕ\N_NN ਏਸ\PR_PRP ਹਿਜਰ\N_NN ਦੇ\PSP ਸੋਜ਼ੇ,\N_NN ਉਹ\PR_PRP ਬੈਠਿ\N_NN ਲਹੂ\N_NN ਵਿਚ\PSP ਨ੍ਹਾਤੀ\V_VM_VF ।\RD_PUNC
PBLTD2020	ਹਾਸ਼ਮ\N_NNP ਬਾਝ\N_NN ਮੁਇਆਂ\N_NN ਨਹੀਂ\RP_NEG ਮਿਲਦਾ,\V_VM_VF ਅਸਾਂ\N_NN ਖ਼ੂਬ\JJ ਸਹੀ\RB ਕਰ\V_VM_VNF ਜਾਤੀ\V_VM_VF |\RD_PUNC
PBLTD2021	ਐ\RP_INJ ਦਿਲ\N_NN !\RD_PUNC ਦਾਮ\N_NN ਹਿਰਸ\N_NN ਦੇ\PSP ਫ਼ਸਿਓਂ,\V_VM_VF ਤੂੰ\PR_PRP ਰਹਿਓਂ\V_VM_VF ਖ਼ਰਾਬ\RB ਤਦਾਹੀਂ\RB ।\RD_PUNC
PBLTD2022	ਆਪਣਾ\PR_PRF ਆਪ\PR_PRF ਪਛਾਤੋਈ\N_NN ਹਿਰਸੋਂ,\N_NN ਤੇ\CC_CCD ਯਾਰ\N_NN ਪਛਾਤੋਈ\V_VM_VF ਨਾਹੀਂ\RP_NEG ।\RD_PUNC
PBLTD2023	ਕਾਮਲ\JJ ਖ਼ੂਨ\N_NN ਜਿਗਰ\N_NN ਦਾ\PSP ਖਾ\V_VM_VNF ਹੁਣ,\RB ਅਤੇ\CC_CCD ਦਰਦ\N_NN ਉਨ੍ਹਾਂ\PR_PRP ਦਾ\PSP ਆਹੀਂ\N_NN ।\RD_PUNC
PBLTD2024	ਹਾਸ਼ਮ\N_NNP ਯਾਰ\N_NN ਰਹੇ\V_VM_VF ਜਾਂ\CC_CCD ਜਾਏ,\V_VM_VF ਨਹੀਂ\RP_NEG ਇਕ\QT_QTC ਘਰ\N_NN ਲਾਖ\N_NN ਸਲਾਹੀਂ\N_NN ।\RD_PUNC
PBLTD2025	ਐ\RP_INJ ਦਿਲ\N_NN !\RD_PUNC ਦਰਦ\N_NN ਨਸੀਬ\N_NN ਤੇਰੇ\PR_PRP ਵਿਚ,\PSP ਤਾਂ\CC_CCD ਮੈਂ\PR_PRP ਕੀ\PR_PRQ ਕਰਾਂ\V_VM_VF ਬਿਚਾਰਾ\JJ ।\RD_PUNC
PBLTD2026	ਆਪੇ\PR_PRF ਦਰਦ\N_NN ਸਹੇੜੇਂ\V_VM_VF ਪਾਈ(ਭਾਈ),\N_NN ਅਤੇ\CC_CCD ਚਾਹੇਂ\V_VM_VF ਭੀ\RP_RPD ਛੁਟਕਾਰਾ\N_NN ।\RD_PUNC
PBLTD2027	ਏਵੇਂ\RB ਹੋਗੁ\V_VM_VF ਸਆਦਤ\N_NN ਤੇਰੀ,\PR_PRP ਤੂੰ\PR_PRP ਕਰ\V_VM_VF ਦੁਖ\N_NN ਦਰਦ\N_NN ਪਿਆਰਾ\JJ ।\RD_PUNC
PBLTD2028	ਹਾਸ਼ਮ\N_NNP ਪੀੜ\N_NN ਹਟਾਵੇ\V_VM_VF ਕਿਧਰੋਂ,\RB ਹੁਣ\RB ਭਾਈ\N_NN !\RD_PUNC ਪਲੀਦ\N_NN ਨਿਕਾਰਾ\N_NN ।\RD_PUNC
PBLTD2029	ਐ\RP_INTF ਦਿਲ\N_NN !\RD_PUNC ਢੂੰਡ\V_VM ਫਿਰੇ\V_VM_VF ਜਗ\N_NN ਪਾਇਆ,\V_VM_VF ਪਰ\CC_CCS ਢੂੰਡਣ\V_VM_VINF ਬਹੁਤ\DM_DMQ ਔਖੇਰਾ\RB ।\RD_PUNC
PBLTD2030	ਬੀਜੇਂ\N_NN ਦਾਖ\N_NN ਨ\RP_NEG ਹੋਵਣ\V_VM_VINF ਕੰਡੇ,\N_NN ਤੂੰ\PR_PRP ਨਾ\RP_NEG ਕਰ\V_VM_VNF ਦੇਖ\V_VM_VF ਅੰਧੇਰਾ\N_NN ।\RD_PUNC
PBLTD2031	ਕਰ\V_VM_VNF ਕੁਝ\DM_DMQ ਦਰਦ\N_NN ਬਿਗਾਨੇ\RB ਦਰਦੋਂ,\N_NN ਮਤ\N_NN ਦਰਦ\N_NN ਕਰੇ\V_VM_VF ਰੱਬ\N_NN ਤੇਰਾ\PR_PRP ।\RD_PUNC
PBLTD2032	ਹਾਸ਼ਮ\N_NNP ਢੂੰਡ\N_NN ਕਿਵੇਂ\PR_PRQ ਦਮ\N_NN ਐਵੇਂ,\RB ਅਜੇ\RB ਹੁਣ\RB ਭੀ\RP_RPD ਵਖਤ\N_NN ਬਤੇਰਾ\DM_DMQ ।\RD_PUNC
PBLTD2033	ਐ\RP_INJ ਦਿਲ\N_NN !\RD_PUNC ਤੂੰ\PR_PRP ਦਿਲਬਰ\N_NN ਦੇ\PSP ਬਦਲੇ,\N_NN ਸੌ\QT_QTC ਮਿਹਣਾ\N_NN ਕਰ\V_VM_VF ਕਰ\V_VM_VF ਮਾਰੀ\V_VM ।\RD_PUNC
PBLTD2034	ਜਾਂ\CC_CCD ਮਨਸੂਰ\N_NNV ਚੜ੍ਹਾਇਆ\V_VM_VF ਸੂਲੀ,\N_NN ਇਹ\PR_PRP ਗਲ\N_NN ਲਾਈ\V_VM_VF ਕਰ\V_VM_VF ਪਿਆਰੀ\JJ ।\RD_PUNC
PBLTD2035	ਜੇਹੀ\PR_PRL ਸਮਝ\N_NN ਗਏ\V_VM_VF ਕਰ\V_VM_VNF ਸੌਦਾ,\N_NN ਸਭ\DM_DMQ ਅਪਣੀ\PR_PRF ਅਪਣੀ\PR_PRF ਵਾਰੀ\N_NN ।\RD_PUNC
PBLTD2036	ਹਾਸ਼ਮ\N_NNP ਹੋਰ\DM_DMQ ਨਵੇਂ\JJ ਗੁਲ\N_NN ਬੂਟੇ,\N_NN ਜਦ\PR_PRL ਫਿਰੀਆਂ\N_NN ਹੋਰ\DM_DMQ ਬਹਾਰੀਂ\N_NN ।\RD_PUNC
PBLTD2037	ਐ\RP_INJ ਗੁਲ\N_NN !\RD_PUNC ਮੀਤ\N_NN ਨ\RP_NEG ਜਾਣ\V_VM_VINF ਕਿਸੇ\V_VM ਨੂੰ,\PSP ਜਿਹੜਾ\PR_PRL ਵੇਖਣ\V_VM_VINF ਆਣ\V_VM_VINF ਖਲੋਵੇ\V_VM_VF ।\RD_PUNC
PBLTD2038	ਅਪਣੀ\PR_PRF ਗਰਜ਼\N_NN ਸਭੀ\DM_DMQ ਜਗ\N_NN ਪਿਆਰੀ,\JJ ਸਭ\DM_DMQ ਤੋੜ\V_VM ਲਇਆਂ\V_VM_VF ਖ਼ੁਸ਼\RB ਹੋਵੇ\V_VM_VF |\RD_PUNC
PBLTD2039	ਹੈ\V_VAUX ਇਕ\QT_QTC ਦਰਦ\N_NN ਤੇਰਾ\PR_PRP ਬੁਲਬੁਲ\N_NN ਨੂੰ,\PSP ਜਿਹੜੀ\PR_PRL ਹਿਜਰ\N_NN ਤੇਰੇ\PR_PRP ਬਹਿ\RB ਰੋਵੇ\V_VM ।\RD_PUNC
PBLTD2040	ਹਾਸ਼ਮ\N_NNP ਦਰਦ\N_NN ਹੋਵੇ\V_VM_VF ਜਿਸ\PR_PRL ਤਨ\N_NN ਨੂੰ,\PSP ਸੋਈ\N_NN ਨਾਲ\PSP ਤੇਰੇ\PR_PRP ਬਹਿ\RB ਰੋਵੇ\V_VM ।\RD_PUNC
PBLTD2041	ਐਸੇ\RB ਯਾਰ\N_NN ਮਿਲਣ\V_VM_VINF ਸਬੱਬੀਂ,\N_NN ਜਿਹੜੇ\PR_PRL ਕਦੀ\RB ਨ\RP_NEG ਮੋੜਨ\V_VM_VINF ਅੱਖੀਂ\N_NN ।\RD_PUNC
PBLTD2042	ਦੇਸ਼\N_NN ਬਿਦੇਸ਼\N_NN ਨ\RP_NEG ਲੱਭਦੇ\V_VM_VF ਢੂੰਢੇ,\V_VM_VF ਅਤੇ\CC_CCD ਮੁੱਲ\N_NN ਨ\RP_NEG ਆਵਣ\V_VM_VINF ਲੱਖੀਂ\QT_QTO ।\RD_PUNC
PBLTD2043	ਰੁਲਦੇ\RB ਫਿਰਨ\V_VM_VF ਜਨੂੰਨ\N_NN ਲੁਕਾਈ,\V_VM_VF ਉਹ\PR_PRP ਅੱਗ\N_NN ਛਿਪਾਏ\V_VM_VF ਕੱਖੀਂ\N_NN ।\RD_PUNC
PBLTD2044	ਪਰ\CC_CCS ਉਹ\PR_PRP ਭੇਤ\N_NN ਪਛਾਣਨ\V_VM_VINF ਵਾਲਾ,\PSP ਤੂੰ\PR_PRP ਹਾਸ਼ਮ\N_NNP ਦਿਲ\N_NN ਵਿਚ\PSP ਰੱਖੀਂ\V_VM_VF ।\RD_PUNC
PBLTD2045	ਅਜ\RB ਇਸ\PR_PRP ਰਿਜ਼ਕ\N_NN ਭਲੇ\JJ ਛਬ\N_NN ਬਾਂਕੀ,\N_NN ਤੈਨੂੰ\PR_PRP ਆਖਣ\V_VM_VINF ਲੋਕ\N_NN ਅਉਤਾਰੀ\JJ ।\RD_PUNC
PBLTD2046	ਜੇ\PR_PRL ਸਿਰ\N_NN ਦਰਦ\N_NN ਹੋਵੇ\V_VM_VF ਜਗ\N_NN ਸਾਰਾ,\DM_DMQ ਤੇਰੀ\PR_PRP ਆਣ\V_VM_VINF ਕਰੇ\V_VM_VF ਦਿਲਦਾਰੀ\N_NN ।\RD_PUNC
PBLTD2047	ਐ\RP_INJ ਦਿਲ\N_NN ਜਾਨ\N_NN ਨਹੀਂ\RP_NEG ਬਿਨ\RB ਅਪਣਿਓਂ,\PR_PRF ਤੇਰੀ\PR_PRP ਤੁਰਸੇ\V_VM_VF ਕਾਰਗੁਜ਼ਾਰੀ\N_NN ।\RD_PUNC
PBLTD2048	ਹਾਸ਼ਮ\N_NNP ਹੋਗੁ\V_VM_VF ਖ਼ੁਆਰੀ\N_NN ਭਲਕੇ,\RB ਤੂੰ\PR_PRP ਨ\RP_NEG ਕਰ\V_VM_VNF ਹਿਰਸ\N_NN ਪਿਆਰੀ\RB ।\RD_PUNC
PBLTD2049	ਅਪਣੀ\PR_PRF ਪੀੜ\N_NN ਸਭੋ\DM_DMQ ਜਗ\N_NN ਫੜਿਆ,\V_VM_VF ਕੌਣ\PR_PRQ ਜਾਣੇ\V_VM_VINF ਹਾਲ\N_NN ਬੇਗ਼ਾਨਾ\RB ।\RD_PUNC
PBLTD2050	ਡੋਬੂ\N_NN ਘਾਟ\N_NN ਸੰਜੋਗੀਂ\N_NN ਮੇਲਾ,\N_NN ਜਿਹੜਾ\PR_PRL ਦਿਸਦਾ\V_VM_VF ਸਹਜ\N_NN ਯਰਾਨਾ\N_NN ।\RD_PUNC
PBLTD2051	ਹਿਜਰੀ\JJ ਸੋਜ਼\N_NN ਜਨੂੰਨੀ\N_NN ਕਰਦਾ,\V_VM_VF ਕੌਣ\PR_PRQ ਬਚਦਾ\V_VM_VF ਆਪ\PR_PRF ਦੀਵਾਨਾ\N_NN ।\RD_PUNC
PBLTD2052	ਹਾਸ਼ਮ\N_NNP ਖ਼ੂਬ\N_NN ਸਤੀ\N_NN ਝੱਬ\N_NN ਮਿਲਿਆ,\V_VM_VF ਵਿਚ\PSP ਕਰਕੇ\V_VM_VNF ਮੌਤ\N_NN ਬਹਾਨਾ\N_NN ।\RD_PUNC
PBLTD2053	ਔਖਧ\N_NN ਪੇਸ਼\N_NN ਨ\RP_NEG ਜਾਵਗੁ\N_NN ਲੋਕਾ\N_NN !\RD_PUNC ਬਚ\RB ਰਹਿਓ\V_VM_VF ਨੈਣਾਂ\N_NN ਦਿਉਂ\V_VM_VF ਡੰਗੋਂ\V_VM ।\RD_PUNC
PBLTD2054	ਬਿਰਹੋਂ\N_NN ਰੋਗ\N_NN ਹਤਿਆਰਾ,\N_NN ਨਹੀਂ\RP_NEG ਹੁੰਦਾ\V_VM_VF ਲਾਖ\N_NN ਵਿਦੰਗੋਂ\N_NN |\RD_PUNC
PBLTD2055	ਮਾਸ\N_NN ਗਿਆ\V_VM_VF ਜਿੰਦ\N_NN ਰਹੀ\V_VM_VF ਨ\RP_NEG ਬਾਕੀ,\RB ਅਜੇ\RB ਨਿਕਲੇ\V_VM_VF ਆਹ\RB ਕਰੰਗੋਂ\V_VM_VF |\RD_PUNC
PBLTD2056	ਹਾਸ਼ਮ\N_NNP ਏਸ\PR_PRP ਹਕੀਕਤ\N_NN ਤਾਈਂ,\PSP ਜਾ\V_VM_VNF ਪੁਛੀਏ\V_VM_VF ਭੌਰ\N_NN ਪਤੰਗੇਂ\N_NN |\RD_PUNC
PBLTD2057	ਬੇਬੁਨਿਆਦ\JJ ਜਹਾਨ\N_NN ਪਛਾਣੇ,\V_VM_VINF ਇਤਾਂ\RB ਜੋਸ਼\N_NN ਕਰੇ\V_VM_VF ਦਿਲ\N_NN ਮੇਰਾ\PR_PRP |\N_NN
PBLTD2058	ਚਾਹੇ\CC_CCS ਤਰਕ\N_NN ਕੀਤੀ\V_VM_VF ਹਰ\DM_DMQ ਤਰੋਫ਼ੋਂ\N_NN ਅਤੇ\CC_CCD ਕਰੇ\V_VM_VNF ਗਿਆਨ\N_NN ਬਥੇਰਾ\RB |\RD_PUNC
PBLTD2059	ਪਰ\CC_CCS ਇਹ\PR_PRP ਹਿਰਸ\N_NN ਹਵਾਇ\N_NN ਜਹਾਨੀਂ,\N_NN ਭੈੜਾ\JJ ਤੋੜਨ\V_VM_VINF ਬਹੁਤ\DM_DMQ ਔਖੇਰਾ\JJ |\RD_PUNC
PBLTD2060	ਹਾਸ਼ਮ\N_NNP ਨੀਂਦ\N_NN ਉਖਾੜ\V_VM_VF ਸਵੇਰੇ,\N_NN ਨਹੀਂ\RP_NEG ਦਿਸਦਾ\V_VM_VF ਸੂਲ\N_NN ਬਿਖੇੜਾ\N_NN |\RD_PUNC
PBLTD2061	ਬੇਬੁਨਿਆਦ\RB ਕਰੇਂ\V_VM_VF ਬੁਨਿਆਦਾਂ\N_NN ,\RD_PUNC ਤੂੰ\PR_PRP ਖੋਲ੍ਹ\RB ਅਕਲ\N_NN ਦੀ\PSP ਤਾਕੀ\N_NN |\RD_PUNC
PBLTD2062	ਜਿਸ\PR_PRL ਦਿਨ\N_NN ਖ਼ਰਚ\N_NN ਲਹੇਂਗਾ\V_VM_VF ਸਾਰੇ,\DM_DMQ ਇਹ\PR_PRP ਖ਼ਰਚੀ\N_NN ਰਹਗੁ\N_NN ਨ\RP_NEG ਬਾਕੀ\RB |\RD_PUNC
PBLTD2063	ਸੌ\QT_QTC ਸਮਿਆਨ\N_NN ਕਰੇਂ\V_VM_VF ਖੜਿ\N_NN ਫੌ਼ਜਾਂ,\N_NN ਅਤੇ\CC_CCD ਜ਼੍ਰਾ\N_NN ਨ\RP_NEG ਰਹਸੇਂ\V_VM_VF ਆਕੀ\N_NN |\RD_PUNC
PBLTD2064	ਹਾਸ਼ਮ\N_NNP ਸਮਝ\N_NN ਬਿਹਬੂਦ\N_NN ਪਿਆਰੇ,\RB ਤੂੰ\PR_PRP ਖ਼ਾਕੀ\JJ ਹੈਂ\V_VAUX ਬਣ\V_VM_VINF ਖ਼ਾਕੀ\JJ ।\RD_PUNC
PBLTD2065	ਬੇਲੇ\N_NN ਮਗਰ\N_NN ਤਿਨਹਾਂ\PR_PRP ਦੇ\PSP ਚੀਰੇ,\V_VM_VF ਜੈਂਦਾ\PR_PRL ਨਾਮ\N_NN ਨਾਹੀ\RP_NEG ਪੁੱਤ\N_NN ਕਿਸ\DM_DMQ ਦਾ\PSP |\RD_PUNC
PBLTD2066	ਖੇੜੇ\N_NN ਛੋੜ\V_VM ਮਾਹੀ\N_NN ਦਰ\N_NN ਪਈਓ,\V_VM_VF ਕੋਈ\DM_DMQ ਸ਼ਾਨ\N_NN ਲਿਬਾਸ\N_NN ਨ\RP_NEG ਜਿਸ\PR_PRL ਦਾ\PSP |\RD_PUNC
PBLTD2067	ਮਾਏ\N_NN !\RD_PUNC ਬੈਠ\V_VM ਅੱਖੀਂ\N_NN ਵਿਚ\PSP ਵੇਖੀ,\V_VM_VF ਮੈਨੂੰ\PR_PRP ਚਾਕ\N_NN ਕਿਹਾ\V_VM_VF ਕੁਝ\DM_DMQ ਦਿਸਦਾ\V_VM_VF |\RD_PUNC
PBLTD2068	ਹਾਸ਼ਮ\PR_PRP ਪੀੜ\N_NN ਤਿਸੇ\PR_PRP ਤਨ\N_NN ਹੋਵੇ,\V_VM_VF ਕੋਈ\DM_DMQ ਘਾਵ\N_NN ਦੁਖਾਵੇ\V_VM_VF ਜਿਸਦਾ\PR_PRL |\RD_PUNC
PBLTD2069	ਬੇਸਾਜ਼ਾਂ\N_NN ਦਾ\PSP ਸਾਜ਼\N_NN ਹੈ\V_VAUX ਸੋਹਣਿਆਂ,\JJ ਜਿਨਹਾਂ\PR_PRL ਤਾਣ\N_NN ਨ\RP_NEG ਤਕੀਆ\N_NN ਕੋਈ\DM_DMQ |\RD_PUNC
PBLTD2070	ਤੂੰ\PR_PRP ਕਰਤਾ\V_VM_VF ਤਿਨਹਾਂ\PR_PRP ਨੂੰ\PSP ਪਾਲੇਂ,\V_VM_VF ਜਿਨਹਾਂ\PR_PRL ਕੋਲ\RB ਮਿਲੇ\V_VM_VF ਨ\RP_NEG ਢੋਈ\V_VM |\RD_PUNC
PBLTD2071	ਸੁਣ\V_VM ਫ਼ਰਿਆਦ\N_NN ਆ\V_VM_VNF ਗਏ\V_VM_VF ਤੇਰੇ,\PR_PRP ਅਸੀਂ\PR_PRP ਆਜ਼ਿਜ਼\JJ ਸਾਥ\N_NN ਸਥੋਈ\N_NN |\RD_PUNC
PBLTD2072	ਹਾਸ਼ਮ\N_NNP ਕੂਕ\N_NN ਕਹੇ\V_VM_VF ਦਰ\N_NN ਕਿਸ\DM_DMQ ਦੇ,\PSP ਜੈਂ\PR_PRL ਦਾ\PSP ਤੈਂ\PR_PRP ਬਿਨ\RB ਹੋਰ\DM_DMQ ਨ\RP_NEG ਕੋਈ\DM_DMQ |\RD_PUNC
PBLTD2073	ਭਾਂਬੜ\N_NN ਦਰਦ\N_NN ਹਦਾਯਤ\N_NN ਵਾਲਾ,\PSP ਜਿਹੜਾ\PR_PRL ਪਲ\N_NN ਪਲ\N_NN ਬਲ\RB ਬਲ\RB ਬੁਝਦਾ\V_VM_VF |\RD_PUNC
PBLTD2074	ਘਾਇਲ\N_NN ਆਪ\PR_PRF ਹੋਇਆ\V_VM_VF ਦੁਖਿਆਰਾ,\JJ ਭਲਾ\RB ਹੋਰ\DM_DMQ ਬੰਨੇ\N_NN ਕਦ\PR_PRQ ਰੁਝਦਾ\V_VM_VF |\RD_PUNC
PBLTD2075	ਮਜਨੂੰ\N_NNP ਸੋਜ਼\N_NN ਲੇਲੀ\N_NNP ਦੇ\PSP ਜਲਿਆ,\N_NN ਉਹਨੂੰ\PR_PRP ਖਾਣ\V_VM ਗੋਸ਼ਤ\N_NN ਕਦ\PR_PRQ ਸੁਝਦਾ\V_VM_VF |\RD_PUNC
PBLTD2076	ਹਾਸ਼ਮ\N_NNP ਇਸ਼ਕ\N_NN ਕਹੇ\V_VM_VF ਜਗ\N_NN ਜਿਸ\PR_PRL ਨੂੰ,\N_NN ਭਲਾ\N_NN ਕੌਣ\PR_PRQ ਕਿਸੇ\DM_DMQ ਕੋਲ\RB ਪੁਜਦਾ\V_VM_VF |\RD_PUNC
PBLTD2077	ਭੁੱਲਾ\RB ਇਸ਼ਕ\N_NN ਗਿਆ\V_VM_VF ਜਿਸ\PR_PRL ਵਿਹੜੇ,\N_NN ਉਹਦੀ\PR_PRP ਸਭ\DM_DMQ ਜੜ\N_NN ਮੂਲ\JJ ਗਵਾਵੇ\V_VM_VF |\RD_PUNC
PBLTD2078	ਜਿਉਂ\RP_CL ਬਾਗ਼ਬਾਨ\N_NN ਸੁੱਟੇ\V_VM_VF ਕੱਟ\V_VM ਬੂਟਾ,\N_NN ਅਤੇ\CC_CCD ਭੀ\RP_CL ਸਿਰ\N_NN ਵਾਰ\N_NN ਲਗਾਵੇ\V_VM_VF |\RD_PUNC
PBLTD2079	ਕਿਸਮਤ\N_NN ਨਾਲ\PSP ਹੋਵੇ\V_VM_VF ਮੁੜ\RB ਹਰਿਆ,\JJ ਨਹੀਂ\RP_NEG ਮੂਲ\JJ ਸੁੱਕੇ\N_NN ਜੜ\N_NN ਜਾਵੇ\V_VM_VF |\RD_PUNC
PBLTD2080	ਹਾਸ਼੍ਮ\N_NNP ਰਾਹ\N_NN ਇਸ਼ਕ\N_NN ਦਾ\PSP ਏਹੋ,\PR_PRP ਕੋਈ\DM_DMQ ਭਾਗ\N_NN ਭਲੇ\JJ ਫਲ\N_NN ਪਾਵੇ\V_VM_VF |\RD_PUNC
PBLTD2081	ਬਿਰਹੋਂ\N_NN ਦੂਰ\RB ਅਜ਼ਾਰੀ\N_NN ਕੀਤੇ,\V_VM_VF ਅਸੀਂ\PR_PRP ਪ੍ਰੇਮ\N_NN ਚਿਖਾ\V_VM ਵਿਚ\PSP ਪਾ\V_VM ਕੇ\V_VM_VNF |\RD_PUNC
PBLTD2082	ਅਫ਼ਲਾਤੂਨ\N_NN ਨ\RP_NEG ਸਮਝੇ\V_VM_VF ਵੇਦਨ,\N_NN ਜੇ\PR_PRL ਨਬਜ਼\N_NN ਫੜੇ\V_VM ਹੱਥ\N_NN ਆ\V_VM ਕੇ\V_VM_VNF |\N_NN
PBLTD2083	ਮਜਨੂੰ\N_NNP ਦਖ\N_NN ਹਵਾਲਤ\N_NN ਮੇਰੀ,\PR_PRP ਉਹ\PR_PRP ਰੋਵਣ\V_VM_VINF ਬਹਿ\V_VM ਗਲ\V_VM_VF ਲਾ\V_VM_VF ਕੇ\V_VM_VNF |\RD_PUNC
