ID	Value
PBSTD1012	ਇਸ\PR_PRP ਵਿਭਾਗ\N_NN ਤਹਿਤ\N_NN ਐਕਸ-ਰੇ\N_NN ਡਿਜੀਟਲ\N_NN ਐਕਸ-ਰੇ\N_NN ,\RD_PUNC ਸੀ.ਟੀ.\N_NN ਸਕੈਨ\N_NN ,\RD_PUNC ਐਮ.ਆਰ.ਆਈ.\N_NN ,\RD_PUNC ਅਲਟਰਾਸਾਊਂਡ\N_NN ਸਕੈਨ\N_NN ,\RD_PUNC ਨਿਊਕਲਰ\N_NN ਮੈਡੀਸਨ\N_NN ,\RD_PUNC ਰੇਡੀਓਥਰੈਪੀ\N_NN ਅਤੇ\CC_CCD ਮੈਮੋਗਰਾਫੀ\N_NN ਆਦਿ\RP_CL ਦੇ\PSP ਬਹੁ-ਕੀਮਤੀ\N_NN ਉਪਕਰਨਾਂ\N_NN /\RD_PUNC ਮਸ਼ੀਨਾਂ\N_NN ਰਾਹੀਂ\JJ ਮਨੁੱਖੀ\N_NN ਸਰੀਰ\N_NN ਅੰਦਰ\RB ਬੀਮਾਰੀਆਂ\N_NN ,\RD_PUNC ਅੰਗਾਂ\N_NN ਅੰਦਰ\RB ਰੁਕਾਵਟਾਂ\N_NN ,\RD_PUNC ਨੁਕਸਾਨਾਂ\N_NN ਆਦਿ\RP_CL ਨੂੰ\PSP ਵੇਖਿਆ\V_VM_VF ਅਤੇ\CC_CCD ਉਨ੍ਹਾਂ\PR_PRP ਦੇ\PSP ਕਾਰਨਾਂ\N_NN ਦਾ\PSP ਪਤਾ\N_NN ਲਗਾਇਆ\V_VM_VF ਜਾ\N_NN ਸਕਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBSTD1013	ਇਸ\PR_PRP ਸਭ\DM_DMQ ਦੇ\PSP ਨਾਲ\PSP ਰੇਡੀਏਸ਼ਨ\N_NN ਦੀ\PSP ਸਹਾਇਤਾ\JJ ਨਾਲ\PSP ਸੂਖਮ\N_NN ਲੈਬੋਰੇਟਰੀ\N_NN ਟੈਸਟ\N_NN ਵੀ\RP_RPD ਕੀਤੇ\V_VM_VF ਜਾ\V_VM_VF ਸਕਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBSTD1014	ਰੇਡੀਏਸ਼ਨ\N_NN (\RD_PUNC ਪਰਮਾਣੂ\N_NN )\RD_PUNC ਊਰਜਾ\N_NN ਦੀ\PSP ਸੁਯੋਗ\N_NN ਵਰਤੋਂ\N_NN ਨਾਲ\PSP ਹੀ\RP_RPD ਸੰਸਾਰ\N_NN ਅੰਦਰ\RB ਅਨੇਕਾਂ\QT_QTF ਪਰਮਾਣੂ\N_NN ਤਾਪ\N_NN ਘਰ\N_NN ਉਸਾਰੇ\N_NN ਗਏ\V_VM_VF ਹਨ\V_VAUX ਜਿਸ\PR_PRL ਤੋਂ\PSP ਮਣਾਂ-ਮੂੰਹੀਂ\RB ਬਿਜਲੀ\N_NN ਪੈਦਾ\V_VM_VF ਕਰਕੇ\V_VM_VINF ਮਨੁੱਖੀ\N_NN ਜੀਵਨ\N_NN ਨੂੰ\PSP ਹੋਰ\JJ ਵੀ\RP_RPD ਸੁਖਦਾਇਕ\JJ ਬਣਾਇਆ\V_VM_VF ਗਿਆ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBSTD1015	ਦੂਜੇ\RB ਪਾਸੇ\RB ਸ਼ੈਤਾਨ\N_NN ਦਿਮਾਗ\N_NN ਇਹਨਾਂ\PR_PRL ਰੇਡੀਏਸ਼ਨ\N_NN (\RD_PUNC ਪਰਮਾਣੂ\N_NN ਊਰਜਾ\N_NN )\RD_PUNC ਦੀ\PSP ਕੁਵਰਤੋਂ\V_VM_VNF ਕਰਕੇ\V_VM_VINF ਦੁਨੀਆਂ\N_NN ਭਰ\DM_DMQ ਵਿਚ\PSP ਤਬਾਹੀ\N_NN ਮਚਾਉਣ\V_VM_VF ਦੀਆਂ\PSP ਕੋਝੀਆਂ\V_VM_VNF ਕੋਸ਼ਿਸ਼ਾਂ\V_VM_VNF ਵਿਚ\PSP ਹੈ\V_VAUX ।\RD_PUNC
PBSTD1016	ਨਤੀਜੇ\N_NN ਵਜੋਂ\PSP ਇਕ\QT_QTC ਦਿਨ\RB ਇਹ\DM_DMD ਸ਼ੈਤਾਨ\N_NN ਜਪਾਨ\N_NNP ਦੇ\PSP ਘੁੱਗ\N_NN ਵਸਦੇ\N_NN ਸ਼ਹਿਰਾਂ\N_NN ਹੀਰੋਸ਼ੀਮਾ-ਨਾਗਾਸਾਕੀ\N_NNP ਵਿਚ\PSP ਪਰਮਾਣੂ\N_NN ਬੰਬਾਂ\N_NN ਨਾਲ\PSP ਆਪਣਾ\PR_PRF ਤਾਂਡਵ\N_NN ਵਿਖਾਉਣ\N_NN ਵਿਚ\PSP ਕਾਮਯਾਬ\N_NN ਰਿਹਾ\V_VM_VF ।\RD_PUNC
PBSTD1017	ਤਕਰੀਬਨ\RB ਸੱਤ\RB ਦਹਾਕੇ\N_NN ਪਹਿਲਾਂ\RB ਵਾਪਰੇ\N_NN ਇਸ\PR_PRP ਕਹਿਰ\N_NN ਦੌਰਾਨ\RB ਫੈਲੀਆਂ\V_VM_VNF ਇਹ\DM_DMD ਰੇਡੀਏਸ਼ਨ\N_NN ਐਨੀਆਂ\V_VM_VNF ਖਤਰਨਾਕ\JJ ਸਾਬਤ\N_NN ਹੋਈਆਂ\V_VM_VNF ਕਿ\CC_CCS ਅੱਜ\RB ਵੀ\RP_RPD ਇਹਨਾਂ\PR_PRL ਸ਼ਹਿਰਾਂ\N_NN ਵਿਚ\PSP ਪੈਦਾ\V_VM_VF ਹੋ\V_VAUX ਰਹੇ\V_VM_VF ਬੱਚਿਆਂ\N_NN ਦੇ\PSP ਸਰੀਰ\N_NN ਵਿਚ\PSP ਰੇਡੀਏਸ਼ਨ\N_NN ਦਾ\PSP ਅਸਰ\N_NN ਸਾਫ\JJ ਵਿਖਾਈ\V_VM_VF ਦਿੰਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBSTD1018	ਅੱਜ\RB ਵੀ\RP_RPD ਦੁਨੀਆਂ\N_NN ਦੇ\PSP ਹਰ\JJ ਕੋਨੇ\N_NN ਵਿਚ\PSP ਮਨੁੱਖਤਾ\N_NN ਦੇ\PSP ਚਿੰਤਕ\N_NN ਰੇਡੀਏਸ਼ਨ\N_NN ਦੀ\PSP ਅਜਿਹੀ\PR_PRL ਕੁਵਰਤੋਂ\N_NN ਪ੍ਰਤੀ\N_NN ਫਿਕਰਮੰਦ\JJ ਹਨ\V_VAUX ।\RD_PUNC
PBSTD1019	ਰੇਡੀਏਸ਼ਨ\N_NN ਦੀ\PSP ਵਰਤੋਂ\N_NN ਦੋਵੇਂ\RB ਤਰਾਂ\PSP ਸੰਭਵ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBSTD1020	ਵਿਕਾਸ\JJ ਲਈ\PSP ਵੀ\RP_RPD ਤੇ\CC_CCD ਵਿਨਾਸ਼\JJ ਲਈ\PSP ਵੀ\RP_RPD ।\RD_PUNC
PBSTD1021	ਪਰ\CC_CCD ਫੈਸਲਾ\N_NN ਸਾਡੇ\PR_PRP ਆਪਣੇ\PR_PRF ਹੱਥ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBSTD1022	ਸੰਖੇਪ\N_NN ਵਿਚ\PSP ਦੁਨੀਆਂ\N_NN ਦਾ\PSP ਵਿਸ਼ਾਲ\JJ ਘੇਰਾ\N_NN ਛੱਡ\N_NN ਸਿਰਫ\JJ ਪੰਜਾਬ\N_NNP ਦੀ\PSP ਗੱਲ\N_NN ਕਰ\V_VM ਲਈਏ\V_VM_VF ਤਾਂ\CC_CCD ਇਥੇ\N_NST ਭਾਵੇਂ\N_NN ਰੇਡੀਏਸ਼ਨ\N_NN ਦੀ\PSP ਵਰਤੋਂ\N_NN ਬਹੁਤ\QT_QTF ਘੱਟ\RB ਹੈ\V_VAUX ਪਰ\CC_CCD ਸੁਰੱਖਿਅਤ\JJ ਨਹੀਂ\RP_NEG ਹੈ\V_VAUX ।\RD_PUNC
PBSTD1023	ਪੰਜਾਬ\N_NNP ਵਿਚ\PSP ਵੱਡੀ\RB ਗਿਣਤੀ\N_NN ਵਿਚ\PSP ਸਥਾਪਿਤ\N_NN ਐਕਸ-ਰੇ\N_NN ਮਸ਼ੀਨਾਂ\N_NN ਨੂੰ\PSP ਗੈਰ-ਸਿੱਖਿਅਤ\N_NN ਲੋਕ\N_NN ਚਲਾ\V_VM_VF ਰਹੇ\V_VM_VF ਹਨ\V_VAUX ਜਿੰਨਾਂ\RB ਨੂੰ\PSP ਰੇਡੀਏਸ਼ਨ\N_NN ਤੋਂ\PSP ਹੋਣ\RB ਵਾਲੇ\PSP ਨੁਕਸਾਨਾਂ\N_NN ਬਾਰੇ\N_NN ਰਤਾ\RB ਵੀ\RP_RPD ਜਾਣਕਾਰੀ\N_NN ਨਹੀਂ\RP_NEG ਅਤੇ\CC_CCD ਨਾ\RP_NEG ਹੀ\RP_RPD ਰੇਡੀਏਸ਼ਨ\N_NN ਤੋਂ\PSP ਬਚਾਅ\N_NN ਬਾਰੇ\PSP ਕੋਈ\DM_DMQ ਗਿਆਨ\N_NN ਹੁੰਦਾ\V_VM_VNF ਹੈ\V_VAUX ।\RD_PUNC
PBSTD1024	ਜਦਕਿ\CC_CCD ਮਨੁੱਖੀ\N_NN ਸਰੀਰ\N_NN ’ਤੇ\CC_CCD ਐਕਸ-ਰੇ\N_NN ਦੇ\PSP ਬਹੁਤ\QT_QTC ਹੀ\RP_RPD ਖਤਰਨਾਕ\N_NN ਪ੍ਰਭਾਵ\N_NN ਹੁੰਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBSTD1025	ਇਹਨਾਂ\PR_PRL ਦਾ\PSP ਇਲਾਜ\N_NN ਮੁਸ਼ਕਲ\JJ ਹੀ\RP_RPD ਨਹੀਂ\RP_NEG ,\RD_PUNC ਸਗੋਂ\PSP ਕਈ\DM_DMQ ਵਾਰ\RB ਨਾ-ਮੁਮਕਿਨ\RP_NEG ਵੀ\RP_RPD ਹੋ\V_VAUX ਜਾਂਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBSTD1026	ਅਸੁਰੱਖਿਅਤ\JJ ਰੇਡੀਏਸ਼ਨ\N_NN ਤੋਂ\PSP ਬੱਚਿਆਂ\N_NN ਅਤੇ\CC_CCD ਗਰਭਵਤੀ\N_NN ਔਰਤਾਂ\N_NN ਨੂੰ\PSP ਬਚਾਉਣਾ\V_VM_VNG ਬਹੁਤ\JJ ਹੀ\RP_RPD ਜ਼ਰੂਰੀ\JJ ਹੁੰਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBSTD1027	ਵਿਅਕਤੀ\N_NN ਬਚਪਨ\N_NN ਵਿਚ\PSP ਇਹਨਾਂ\PR_PRL ਕਿਰਨਾਂ\N_NN ਦੇ\PSP ਦੁਸ਼-ਪ੍ਰਭਾਵ\N_NN ਕਾਰਨ\RB ਔਲਾਦ\N_NN ਪ੍ਰਾਪਤੀ\N_NN ਦੇ\PSP ਸੁਖ\N_NN ਤੋਂ\PSP ਵੀ\RP_RPD ਵਾਂਝਾ\JJ ਰਹਿ\V_VM_VF ਜਾਂਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBSTD1028	ਇਹਨਾਂ\PR_PRL ਕਿਰਨਾਂ\N_NN ਦਾ\PSP ਦਿਲ\N_NN ,\RD_PUNC ਜਿਗਰ\N_NN ,\RD_PUNC ਗੁਰਦੇ\N_NN ,\RD_PUNC ਅੰਤੜੀਆਂ\N_NN ,\RD_PUNC ਫੇਫੜੇ\N_NN ਅਤੇ\CC_CCD ਪ੍ਰਜਨਣ\N_NN ਅੰਗਾਂ\N_NN ਉਤੇ\RB ਸਭ\DM_DMQ ਤੋਂ\PSP ਵੱਧ\RB ਮਾਰੂ\JJ ਪ੍ਰਭਾਵ\N_NN ਪੈ\V_VM_VF ਸਕਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBSTD1029	ਇਹਨਾਂ\PR_PRL ਕਾਰਨ\RB ਹੀ\RP_RPD ਵੱਖ-ਵੱਖ\RB ਕਿਸਮ\N_NN ਦੇ\PSP ਕੈਂਸਰ\N_NN ਹੋਣ\RB ਦੀਆਂ\PSP ਸੰਭਾਵਨਾਵਾਂ\N_NN ਵਧ\RB ਜਾਂਦੀਆਂ\V_VM_VNF ਹਨ\V_VAUX ।\RD_PUNC
PBSTD1030	ਦੂਜੇ\RB ਪਾਸੇ\RB ਐਕਸ-ਰੇ\N_NN ਕਿਰਨਾਂ\N_NN /\RD_PUNC ਰੇਡੀਏਸ਼ਨ\N_NN ਦੇ\PSP ਸਦਉਪਯੋਗ\N_NN ਨਾਲ\PSP ਬਹੁਤ\JJ ਲਾਭ\N_NN ਲਏ\N_NN ਜਾ\V_VM_VF ਸਕਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBSTD1031	ਇਥੇ\N_NST ਇਹ\DM_DMD ਵੀ\RP_RPD ਸਪਸ਼ਟ\N_NN ਹੈ\V_VAUX ਕਿ\CC_CCS ਰੇਡੀਏਸ਼ਨ\N_NN ਤੋਂ\PSP ਡਰਨ\N_NN ਦੀ\PSP ਨਹੀਂ\RP_NEG ,\RD_PUNC ਸਗੋਂ\RB ਸੁਚੇਤ\N_NN ਰਹਿਣ\V_VM_VF ਦੀ\PSP ਜ਼ਰੂਰਤ\JJ ਹੈ\V_VAUX ।\RD_PUNC
PBSTD1032	ਇਸ\DM_DMD ਖੇਤਰ\N_NN ਵਿਚ\PSP ਚਲਦੇ\V_VM_VF ਐਕਸ-ਰੇ\N_NN ਸੈਂਟਰਾਂ\N_NN ਦਾ\PSP ਪੰਜੀਕਰਨ\N_NN ਹੋਣਾ\V_VM_VINF ਜ਼ਰੂਰੀ\JJ ਹੈ\V_VAUX ।\RD_PUNC
PBSTD1033	ਪਰਮਾਣੂ\N_NN ਊਰਜਾ\N_NN ਰੈਗੂਲੇਟਰੀ\N_NN ਬੋਰਡ\N_NN ਅਤੇ\CC_CCD ਭਾਬਾ\N_NN ਪਰਮਾਣੂ\N_NN ਖੋਜ\N_NN ਕੇਂਦਰ\N_NN ਦੀਆਂ\PSP ਹਦਾਇਤਾਂ\N_NN ਦੀ\PSP ਪਾਲਣਾ\V_VM_VNG ਯਕੀਨੀ\N_NN ਬਣਾਈ\N_NN ਜਾਣੀ\V_VM_VF ਚਾਹੀਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBSTD1034	ਇਸ\DM_DMD ਖੇਤਰ\N_NN ਉਤੇ\RB ਨਜ਼ਰ\N_NN ਰੱਖਣ\N_NN ਲਈ\PSP ਕੌਮੀ\N_NN ਪੱਧਰ\N_NN ’ਤੇ\CC_CCD ਰੇਡੀਆਲੋਜੀਕਲ\N_NN ਕੌਂਸਲ\N_NN ਦੀ\PSP ਸਥਾਪਨਾ\V_VM_VINF ਦੀ\PSP ਸਖਤ\JJ ਲੋੜ\JJ ਮਹਿਸੂਸ\JJ ਹੋ\V_VAUX ਰਹੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBSTD1035	ਐਕਸ-ਰੇ\N_NN ਵਿਭਾਗ\N_NN ਨੂੰ\PSP ਡਿਜੀਟਲ\N_NN ਸਹੂਲਤਾਂ\N_NN ਨਾਲ\PSP ਲੈਸ\N_NN ਕਰਨਾ\V_VM_VINF ਪੰਜਾਬ\N_NNP ਦੇ\PSP ਲੋਕਾਂ\N_NN ਅਤੇ\CC_CCD ਰੇਡੀਓਗ੍ਰਾਫਰਾਂ\N_NN ਲਈ\PSP ਵਰਦਾਨ\N_NN ਸਾਬਤ\N_NN ਹੋਵੇਗਾ\V_VM_VF ।\RD_PUNC
PBSTD1036	ਰੇਡੀਏਸ਼ਨ\N_NN ਦੇ\PSP ਮਾਰੂ\N_NN ਪ੍ਰਭਾਵਾਂ\N_NN ਨੂੰ\PSP ਰੋਕਣ\N_NN ਲਈ\PSP ਸਰਕਾਰਾਂ\N_NN ਨੂੰ\PSP ਹੋਰ\JJ ਵੀ\RP_RPD ਸਖਤ\JJ ਕਦਮ\N_NN ਚੁੱਕਣੇ\JJ ਪੈਣਗੇ\JJ ਕਿਉਂਕਿ\CC_CCS ਅੱਜ\RB ਦੇ\PSP ਦੌਰ\RB ਵਿਚ\PSP ਸੁਚੇਤ\N_NN ਵਰਗ\N_NN ਦਾ\PSP ਮਿਸ਼ਨ\N_NN ਰੇਡੀਏਸ਼ਨ\N_NN ਨੂੰ\PSP ਮਨੁੱਖਤਾ\N_NN ਦੇ\PSP ਵਿਕਾਸ\N_NN ਲਈ\PSP ਵਰਤਣਾ\V_VM_VNG ਹੈ\V_VAUX ਨਾ\RP_NEG ਕਿ\CC_CCS ਵਿਨਾਸ਼\N_NN ਲਈ\PSP ।\RD_PUNC
PBSTD1037	ਸਦੀਆਂ\N_NN ਤੋਂ\PSP ਮਨੁੱਖ\N_NN ਕੁਦਰਤ\N_NN ਨੂੰ\PSP ਜਾਣਨ\N_NN ਦੀ\PSP ਕੋਸ਼ਿਸ਼\JJ ਵਿੱਚ\PSP ਲੱਗਿਆ\V_VM_VF ਹੋਇਆ\V_VM_VF ਹੈ\V_VAUX ,\RD_PUNC ਪਰ\CC_CCD ਇਹ\DM_DMD ਜਿੰਨਾ\RB ਇਸ\PR_PRP ਨੂੰ\PSP ਸਮਝਣ\N_NN ਦੀ\PSP ਕੋਸ਼ਿਸ਼\JJ ਕਰਦਾ\V_VM_VF ਹੈ\V_VAUX ,\RD_PUNC ਕੁਦਰਤ\N_NN ਦੇ\PSP ਰਹੱਸ\JJ ਓਨੇ\RB ਹੀ\RP_RPD ਡੂੰਘੇਰੇ\JJ ਹੁੰਦੇ\V_VM_VF ਚਲੇ\V_VM_VF ਜਾਂਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBSTD1038	‘ਕਈ\DM_DMQ ਕੋਟਿ\N_NN ਸਸੀਅਰ\N_NN ਸੂਰ\N_NN ਨਖਤ੍ਰ’\N_NN ਅਨੁਸਾਰ\N_NN ਇਸ\DM_DMD ਬ੍ਰਹਿਮੰਡ\N_NN ਵਿੱਚ\PSP ਕਈ\DM_DMQ ਕਰੋੜ\QT_QTF ਸੂਰਜ\N_NN ,\RD_PUNC ਚੰਦ\N_NN ,\RD_PUNC ਤਾਰੇ\N_NN ਅਤੇ\CC_CCD ਉਪਗ੍ਰਹਿ\N_NN ਹਨ\V_VAUX ,\RD_PUNC ਜਿੰਨਾਂ\RB ਦੀ\PSP ਭਾਲ\N_NN ਕਰਦੇ-ਕਰਦੇ\V_VM_VF ਭਲੇ\N_NN ਹੀ\RP_RPD ਵਿਗਿਆਨੀਆਂ\N_NN ਦਾ\PSP ਜੀਵਨ\N_NN ਸਮਾਪਤ\N_NN ਹੋ\V_VAUX ਗਿਆ\V_VM_VF ,\RD_PUNC ਪਰ\CC_CCD ਕੁਦਰਤ\N_NN ਦੀ\PSP ਥਾਹ\N_NN ਨਹੀਂ\RP_NEG ਪਾਈ\V_VM_VF ਜਾ\V_VM_VF ਸਕੀ\V_VM_VF ।\RD_PUNC
