ID	Value
PBAD5011	ਗਰਮੀਆਂ\N_NN ਵਿਚ\PSP ਫ਼ਸਲ\N_NN ਨੂੰ\PSP ਸੋਕਾ\N_NN ਨਾ\RP_NEG ਲੱਗਣ\V_VM_VNF ਦਿਓ\V_VM_VF ।\RD_PUNC
PBAD5012	ਫ਼ਸਲ\N_NN ਨੂੰ\PSP ਡਿੱਗਣ\V_VM_VNF ਤੋਂ\PSP ਬਚਾਉਣ\V_VM_VNF ਲਈ\PSP ਮਈ-ਜੂਨ\N_NNP ਵਿਚ\PSP ਲਾਈਨਾਂ\N_NN ਦੇ\PSP ਨਾਲ-ਨਾਲ\PSP ਮਿੱਟੀ\N_NN ਚੜਾਓ\V_VM_VF ।\RD_PUNC
PBAD5013	ਰੋਗੀ\N_NN ਫ਼ਸਲਾਂ\N_NN ਦਾ\PSP ਮੂਢਾ\N_NN ਨਾ\RP_NEG ਰੱਖੋ\V_VM_VF ।\RD_PUNC
PBAD5014	ਜਿਸ\PR_PRL ਫ਼ਸਲ\N_NN ਦਾ\PSP ਮੂਢਾ\N_NN ਨਾ\RP_NEG ਰੱਖਣਾ\V_VM_VINF ਹੋਵੇ\V_VM_VF ਉਸਦੀ\DM_DMD ਕਟਾਈ\N_NN ਜਨਵਰੀ\N_NNP ਦੇ\PSP ਅਖੀਰ\RB ਤੋਂ\PSP ਪਹਿਲਾਂ\RB ਨਾ\RP_NEG ਕਰੋ\V_VM_VF ।\RD_PUNC
PBAD5015	ਚੰਗਾ\JJ ਮੂਢਾ\N_NN ਲੈਣ\V_VM_VNF ਲਈ\PSP ਕਟਾਈ\N_NN ਜ਼ਮੀਨ\N_NN ਦੇ\PSP ਨੇੜਿਓਂ\RB ਕਰੋ\V_VM_VF ।\RD_PUNC
PBAD5016	ਪਿਛਲੀ\RB ਫ਼ਸਲ\N_NN ਦੇ\PSP ਸੂਏ\N_NN ਜਾਂ\CC_CCD ਪੜਸੂਏ\N_NN ਟੋਕੇ\N_NN ਨਾਲ\PSP ਕੱਟ\V_VM_VNF ਦਿਓ\V_VM_VF ।\RD_PUNC
PBAD5017	ਖੋਰੀ\N_NN ਸਾੜ\N_NN ਦਿਓ\V_VM ਅਤੇ\CC_CCD ਖੇਤ\N_NN ਨੂੰ\PSP ਪਾਣੀ\N_NN ਲਾ\V_VM ਦਿਓ\V_VM_VF ।\RD_PUNC
PBAD5018	ਟਰੈਕਟਰ\N_NN ਦੇ\PSP ਟਿਲਰ\N_NN ਨਾਲ\PSP ਗੋਡੀ\N_NN ਕਰਕੇ\V_VM_VF ਫ਼ਸਲ\N_NN ਨੂੰ\PSP ਨਦੀਨਾਂ\N_NN ਤੋਂ\PSP ਸਾਫ\N_NN ਰੱਖੋ\V_VM_VF ।\RD_PUNC
PBAD5019	ਮਾਰਚ\N_NNP ਦੇ\PSP ਸ਼ੁਰੂ\RB ਵਿਚ\PSP ਤਿੰਨ\QT_QTC ਅੱਖਾਂ\N_NN ਵਾਲੇ\PSP ਬਰੋਟੇ\N_NN ਖਾਲੀ\N_NN ਥਾਵਾਂ\N_NN ਵਿਚ\PSP ਲਗਾ\JJ ਦਿਓ\V_VM_VF ।\RD_PUNC
PBAD5020	ਮੂਢੀ\N_NN ਫ਼ਸਲ\N_NN ਤੇ\CC_CCD ਅਗੇਤੀ\N_NN ਫੋਟ\N_NN ਦੇ\PSP ਗੜੂੰਏ\N_NN ਅਤੇ\CC_CCD ਕਾਲੇ\N_NN ਖਟਮਲਾ\N_NN ਮਹਮਲਾ\N_NN ਵਧੇਰੇ\JJ ਹੁੰਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5021	ਖੰਡ\N_NN ਦੀ\PSP ਮਾਤਰਾ\N_NN ਵਧਾਉਣ\JJ ਲਈ\PSP ਨੁਕਤੇ\N_NN ।\RD_PUNC
PBAD5022	ਇਕ\QT_QTC ਹੀ\RP_RPD ਕਿਸਮ\N_NN ਸਾਰੇ\QT_QTF ਰਕਬੇ\N_NN ਵਿਚ\PSP ਨਾ\RP_NEG ਬੀਜੋ\V_VM_VF ।\RD_PUNC
PBAD5023	ਅਗੇਤੇ\N_NN ,\RD_PUNC ਦਰਮਿਆਨੇ\N_NN ਅਤੇ\CC_CCD ਪਛੇਤੇ\N_NN ਮੌਸਮ\N_NN ਵਿਚ\PSP ਪੱਕਣ\V_VM_VNF ਵਾਲੀਆਂ\N_NN ਕਿਸਮਾਂ\N_NN ਨੂੰ\PSP 3:2:1\QT_QTC ਅਨੁਪਾਤ\N_NN ਵਿਚ\PSP ਬੀਜੋ\V_VM_VF ।\RD_PUNC
PBAD5024	ਜਦੋਂ\PR_PRL ਫ਼ਸਲ\N_NN ਪੱਕਣ\V_VM_VNF ਵਾਲੀ\V_VM_VF ਹੋਵੇ\V_VM_VF ਤਾਂ\CC_CCD ਇਸ\DM_DMD ਨੂੰ\PSP ਜ਼ਿਆਦਾ\JJ ਪਾਣੀ\N_NN ਨਾ\RP_NEG ਲਾਓ\V_VM_VF ।\RD_PUNC
PBAD5025	ਫ਼ਸਲ\N_NN ਨੂਮ\N_NN ਡਿੱਗਣ\V_VM_VNF ਤੋਂ\PSP ਬਚਾਉਣ\V_VM_VNF ਲਈ\PSP ਲਾਈਨਾਂ\N_NN ਦੇ\PSP ਨਾਲ\N_NN ਮਿੱਟੀ\N_NN ਚੜ੍ਹਾਓ\V_VM_VF ਅਤੇ\CC_CCD ਸਮੇਂ\N_NN ਸਿਰ\N_NN ਬਨ੍ਹਾਈ\N_NN ਕਰੋ\V_VM_VF ।\RD_PUNC
PBAD5026	ਕੀੜੇ-ਮਕੌੜੇ\N_NN ਅਤੇ\CC_CCD ਬਿਮਾਰੀਆਂ\N_NN ਦੀ\PSP ਰੋਕਥਾਮ\N_NN ਸਮੇਂ\N_NN ਸਿਰ\N_NN ਕਰੋ\V_VM_VF ।\RD_PUNC
PBAD5027	ਸਰਦੀਆਂ\N_NN ਵਿਚ\PSP ਫ਼ਸਲ\N_NN ਨੂੰ\PSP ਕੋਰੇ\N_NN ਤੋਂ\PSP ਬਚਾਉਣ\V_VM_VNF ਲਈ\PSP ਪਾਣੀ\N_NN ਦਿਓ\V_VM_VF ।\RD_PUNC
PBAD5028	ਜਦੋਂ\PR_PRL ਫ਼ਸਲ\N_NN ਪੂਰੀ\N_NN ਤਰ੍ਹਾਂ\PSP ਪੱਕ\V_VM_VNF ਜਾਵੇ\V_VM_VF ਉਦੋਂ\DM_DMR ਹੀ\RP_RPD ਕਟਈ\V_VM_VF ਕਰੋ\V_VM_VF ।\RD_PUNC
PBAD5029	ਮੂਢੀ\N_NN ਫ਼ਸਲ\N_NN ਬੀਜੜ\N_NN ਫ਼ਸਲ\N_NN ਨਾਲੋਂ\PSP ਪਹਿਲਾਂ\RB ਪੱਕ\V_VM ਜਾਂਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5030	ਕਟਾਈ\N_NN ਸਮੇਂ\N_NN ਖੋਰੀ\N_NN ,\RD_PUNC ਮਿੱਟੀ\N_NN ,\RD_PUNC ਜੜ੍ਹਾਂ\N_NN ਜਾਂ\CC_CCD ਕੱਚੀਆਂ\JJ ਗੁੱਲੀਆਂ\N_NN ਲਾਹ\N_NN ਦਿਓ\V_VM_VF ।\RD_PUNC
PBAD5031	ਮਿੱਲ੍ਹ\N_NN ਤੇ\CC_CCD ਭੇਜਣ\V_VM_VNF ਵਾਲੇ\PSP ਗਮਨੇ\N_NN ਦੀ\PSP ਬੰਨ੍ਹਾਈ\N_NN ਘੱਟੋ-ਘੱਟ\QT_QTF ਖੋਰੀ\N_NN ਨਾਲ\PSP ਕਰੋ\V_VM_VF ।\RD_PUNC
PBAD5032	ਗੰਨੇ\N_NN ਲਈ\PSP ਗਰਮ\JJ ਜਲਵਾਯੂ\N_NN ਬਹੁਤ\N_NN ਢੁਕਵਾਂ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBAD5033	ਪੰਜਾਬ\N_NNP ਵਿਚ\PSP ਗੰਨੇ\N_NN ਦੀ\PSP ਫ਼ਸਲ\N_NN ਦਾ\PSP ਤਕਰੀਬਨ\RB 80\QT_QTC ਪ੍ਰਤੀਸ਼ਤ\N_NN ਵਾਧਾ\JJ ਮੌਨਸੂਨ\N_NN ਦੇ\PSP ਮਹੀਨਿਆਂ\N_NN ਜੁਲਾਈ\N_NNP ,\RD_PUNC ਅਗਸਤ\N_NNP ਅਤੇ\CC_CCD ਸਤੰਬਰ\N_NNP ਵਿਚ\PSP ਹੀ\RP_RPD ਹੁੰਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5034	ਕਮਾਦ\N_NN ਦੀ\PSP ਫ਼ਸਲ\N_NN ਹਲਕੀ\JJ ਭਲ\N_NN ਵਾਲੀ\PSP ਤੇ\RP_RPD ਚੀਕਣੀ\N_NN ਭਲ\N_NN ਵਾਲੀ\N_NN ਜ਼ਮੀਨ\N_NN ਵਿਚ\PSP ਹੋ\V_VM ਸਕਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5035	ਫਿਰ\RB ਵੀ\RP_RPD ਚੰਗੇ\JJ ਜਲ\N_NN ਨਿਕਾਸ\N_NN ਤੇ\CC_CCD ਭਲ\N_NN ਵਾਲੀ\PSP ਜ਼ਮੀਨ\N_NN ਇਸ\DM_DMD ਲਈ\PSP ਬਹੁਤ\JJ ਢੁਕਵੀਂ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBAD5036	ਗੰਨੇ\N_NN ਦੀ\PSP ਫ਼ਸਲ\N_NN ਖਾਰੇ\N_NN ਅਤੇ\CC_CCD ਲੂਣੇਪਣ\N_NN ਪ੍ਰਤੀ\N_NN ਅਰਧ\N_NN ਸਹਿਣਸ਼ੀਲ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBAD5037	ਜੇਕਰ\CC_CCS ਜ਼ਮੀਨ\N_NN ਖਾਰੀ\N_NN ਹੈ\V_VAUX ਜਾਂ\CC_CCD ਸਿੰਚਾਈ\N_NN ਵਾਲਾ\PSP ਪਾਣੀ\N_NN ਖਾਰਾ\N_NN ਹੈ\V_VAUX ,\RD_PUNC ਤਾਂ\CC_CCD ਜਿਪਸਮ\N_NN (\RD_SYM 50\QT_QTC ਪ੍ਰਤੀਸ਼ਤ\N_NN ਲੋੜੀਂਦੇ\N_NN ਜਿਪਸਮ\N_NN ਦੀ\PSP ਮਾਤਰਾ\N_NN ਤੇ\RB ਆਧਾਰਿਤ\N_NN )\RD_SYM ਪਾਓ\V_VM_VF ।\RD_PUNC
PBAD5038	ਜਿਪਸਮ\N_NN ਅਤੇ\CC_CCD ਰੂੜੀ\N_NN ,\RD_PUNC ਦੋਹਾਂ\QT_QTO ਦਾ\PSP ਨਾਲ-ਨਾਲ\PSP ਪ੍ਰਯੋਗ\N_NN ਕਰਨ\N_NN ਤੇ\N_NN ਹੋਰ\N_NN ਵੀ\RP_RPD ਵਧ\N_NN ਝਾੜ\N_NN ਪ੍ਰਾਪਤ\N_NN ਹੁੰਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5039	ਜੇਕਰ\CC_CCS ਜ਼ਮੀਨ\N_NN ਲੂਣੀ\N_NN ਜਾਂ\CC_CCD ਖਾਰੀ\N_NN ਲੂਣੀ\N_NN ਹੈ\V_VAUX ਅਤੇ\CC_CCD ਜਾਂ\CC_CCD /\N_NN ਸਿੰਚਾਈ\N_NN ਵਾਲਾ\PSP ਪਾਣੀ\N_NN ਲੂਣਾ\N_NN ਜਾਂ\CC_CCD ਖਾਰਾ\N_NN ਲੂਣਾ\N_NN ਹੈ\V_VAUX ਤਾਂ\CC_CCD ਸਿਰਫ\RB ਰੂੜੀ\N_NN ਦਾ\PSP ਹੀ\RP_RPD ਪ੍ਰਯੋਗ\N_NN ਕਰੋ\V_VM_VF ।\RD_PUNC
PBAD5040	ਪੰਜਾਬ\N_NNP ਦੇ\PSP ਦੱਖਣੀ-ਪੱਛਮੀ\N_NN ਜ਼ਿਲ੍ਹਿਅ\N_NN ਵਿਚ\PSP ਸਿੰਚਾਈ\N_NN ਵਾਲਾ\PSP ਪਾਣੀ\N_NN ਲੂਣਾ\N_NN ਹੈ\V_VAUX ਤਾਂ\CC_CCD ਸਿਰਫ\RB ਕਮਾਦ\N_NN ਦੀ\PSP ਕਿਸਮ\N_NN ਸੀ\V_VAUX ਓ\N_NNP ਜੇ-88\N_NNP ਹੀ\RP_RPD ਬੀਜੋ\V_VM_VF ।\RD_PUNC
PBAD5041	ਸੀ\N_NNP ਓ\N_NNP ਜੇ\N_NNP 85\QT_QTC ਇਸ\DM_DMD ਕਿਸਮ\N_NN ਦੇ\PSP ਗੰਨੇ\N_NN ਦਰਮਿਆਨੇ\QT_QTF ਕੱਦ\N_NN ਅਤੇ\CC_CCD ਮੋਟੇ\N_NN ਹਰੇ\N_NN ਰੰਗ\N_NN ਦੇ\PSP ਹੁੰਦੇ\N_NN ਹਨ\V_VAUX ਅਤੇ\CC_CCD ਬੂਝਾ\N_NN ਦਰਮਿਆਨਾ\QT_QTF ਮਾਰਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5042	ਇਸ\DM_DMD ਕਿਸਮ\N_NN ਦੀ\PSP ਉੱਗਣ\N_NN ਸ਼ਕਤੀ\N_NN ਚੰਗੀ\JJ ਹੈ\V_VAUX ।\RD_PUNC
PBAD5043	ਗੰਨੇ\N_NN ਭਾਰੇ\N_NN ਅਤੇ\CC_CCD ਬੂਝੇ\V_VM_VF ਦੀ\PSP ਬਣਤਰ\N_NN ਖੁਲ੍ਹੀ\V_VM_VF ਹੋਣ\V_VM_VNF ਕਰਕੇ\V_VM_VF ਇਸ\DM_DMD ਦੀ\PSP ਫ਼ਸਲ\N_NN ਨੂੰ\PSP ਡਿੱਗਣ\V_VM_VNF ਤੋਂ\PSP ਬਚਾਉਣ\V_VM_VNF ਲਈ\PSP ਦਿੱਤੀਆਂ\V_VM_VF ਸਿਫ਼ਾਰਸ਼ਾਂ\N_NN ਤੇ\N_NN ਅਮਲ\N_NN ਕਰਨਾ\V_VM_VINF ਚਾਹੀਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5044	ਇਹ\DM_DMD ਕਿਸਮ\N_NN ਕੋਰੇ\N_NN ਨੂੰ\PSP ਸਹਾਰ\N_NN ਸਕਦੀ\V_VM_VF ਹੈ\V_VAUX ਅਤੇ\CC_CCD ਮੂਢਾ\N_NN ਦਰਮਿਆਨਾ\QT_QTF ਹੁੰਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5045	ਇਸ\DM_DMD ਦਾ\PSP ਔਸਤ\N_NN ਝਾੜ\N_NN 306\QT_QTC ਕੁਇੰਟਲ\N_NN ਪ੍ਰਤੀ\N_NN ਏਕੜ\N_NN ਆਉਂਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5046	ਇਹ\DM_DMD ਕਿਸਮ\N_NN ਰੱਤਾ\N_NN ਰੋਗ\N_NN ਦੇ\PSP ਪ੍ਰਚਲਿਤ\N_NN ਆਇਸੋਲੇਟਸ\N_NN ਨੂੰ\PSP ਕੁਝ\QT_QTF ਹੱਦ\N_NN ਤੱਕ\PSP ਟਾਕਰਾ\N_NN ਕਰਨ\V_VM_VNF ਦੀ\PSP ਸ਼ਕਤੀ\N_NN ਰੱਖਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5047	ਇਸ\DM_DMD ਕਿਸਮ\N_NN ਨੂੰ\PSP ਲਾਲ\JJ ਧਾਰੀਆਂ\N_NN ਦਾ\PSP ਰੋਗ\N_NN ਲੱਗ\V_VM ਜਾਂਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5048	ਇਸ\DM_DMD ਦੇ\PSP ਰਸ\N_NN ਵਿਚ\PSP ਨਵੰਬਰ\N_NNP ਮਹੀਨੇ\N_NN ਵਿਚ\PSP ਮਿੱਠੇ\JJ ਦੀ\PSP ਮਾਤਰਾ\N_NN 16-17\QT_QTC ਪ੍ਰਤੀਸ਼ਤ\N_NN ਅਤੇ\CC_CCD ਦਸੰਬਰ\N_NNP ਮਹੀਨੇ\N_NN ਵਿਚ\PSP 18.0-18.5\QT_QTC ਪ੍ਰਤੀਸ਼ਤ\N_NN ਹੁੰਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5049	ਸੀ\N_NNP ਓ\N_NNP ਜੇ\N_NNP 83:\QT_QTC ਇਸ\DM_DMD ਕਿਸਮ\N_NN ਦੀ\PSP ਉੱਗਣ\V_VM_VNF ਸ਼ਕਤੀ\N_NN ਚੰਗੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5050	ਇਸ\DM_DMD ਦੇ\PSP ਗੰਨੇ\N_NN ਦਰਮਿਆਨੇ\QT_QTF ਮੋਟੇ\JJ ਸਿੱਧੇ\N_NN ਅਤੇ\CC_CCD ਹਰੇ\QT_QTF ਪੀਲੇ\N_NN ਰੰਗ\N_NN ਦੇ\PSP ਹੁੰਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBAD5051	ਇਹ\DM_DMD ਕਿਸਮ\N_NN ਔਸਤਨ\N_NN 300\QT_QTC ਕੁਇੰਟਲ\N_NN ਪ੍ਰਤੀ\N_NN ਏਕੜ\QT_QTF ਝਾੜ\N_NN ਦਿੰਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5052	ਇਹ\DM_DMD ਕਿਸਮ\N_NN ਕੋਰਾ\N_NN ਸਹਾਰ\N_NN ਸਕਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5053	ਇਹ\DM_DMD ਕਿਸਮ\N_NN ਨਾਈਟ੍ਰੋਜਨ\N_NNP ਵਾਲੀ\PSP ਖਾਦ\N_NN ਅਤੇ\CC_CCD ਸਿੰਚਾਈ\N_NN ਨੂੰ\PSP ਜ਼ਿਆਦਾ\JJ ਸੰਵੇਦਨਸ਼ੀਲ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBAD5054	ਸੀ\N_NNP ਓ\N_NNP ਜੇ\N_NNP 64\N_NNP :\RD_PUNC ਇਸ\DM_DMD ਕਿਸਮ\N_NN ਦਾ\PSP ਜੰਮ\N_NN ਚੰਗਾ\JJ ਅਤੇ\CC_CCD ਬੂਝਾ\N_NN ਕਾਫੀ\JJ ਸੰਘਣਾ\V_VM_VF ਹੁੰਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5055	ਇਸ\DM_DMD ਦੇ\PSP ਗੰਨੇ\N_NN ਦਰਮਿਆਨੇ\QT_QTF ਮੋਟੇ\JJ ਅਤੇ\CC_CCD ਠੋਸ\JJ ਹੁੰਦੇ\V_VM_VF ਹਨ\V_VAUX ਅਤੇ\CC_CCD ਵੇਖਣ\V_VM_VNF ਨੂੰ\PSP ਹਰੇ\N_NN ਪੀਲੇ\N_NN ਲੱਗਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBAD5056	ਇਹ\DM_DMD ਕਿਸਮ\N_NN ਔਸਤਨ\N_NN 300\QT_QTC ਕੁਇੰਟਲ\N_NN ਪ੍ਰਤੀ\N_NN ਏਕੜ\N_NN ਝਾੜ\N_NN ਦਿੰਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5057	ਇਸ\DM_DMD ਵਿਚ\PSP ਨਵੰਬਰ\N_NNP ਮਹੀਨੇ\N_NN ,\RD_PUNC ਮਿੱਠੇ\N_NN ਦੀ\PSP ਮਾਤਰਾ\N_NN 16\QT_QTC ਤੋਂ\PSP 17\QT_QTC ਪ੍ਰਤੀਸ਼ਤ\N_NN ਹੁੰਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5058	ਇਸ\DM_DMD ਸਮੇਂ\N_NN ਖੰਡ\N_NN ਦੀ\PSP ਮਾਤਰਾ\N_NN 9.5-10\QT_QTC ਪ੍ਰਤੀਸ਼ਤ\N_NN ਮਿਲਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5059	ਇਸ\DM_DMD ਕਿਸਮ\N_NN ਨੂੰ\PSP ਗੜੂੰਆਂ\N_NN ਲੱਗ\V_VM ਜਾਂਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5060	ਇਹ\DM_DMD ਕਿਸਮ\N_NN ਰੱਤਾ-ਰੋਗ\N_NN ਦਾ\PSP ਟਾਕਰਾ\N_NN ਕਰਨ\V_VM_VNF ਦੇ\PSP ਸਮਰੱਥ\N_NN ਨਹੀਂ\RP_NEG ਰਹੀ\V_VM_VF ।\RD_PUNC
PBAD5061	ਸੀ\N_NNP ਓ\N_NNP ਜੇ\N_NNP 88\N_NNP :\RD_PUNC ਇਸ\DM_DMD ਕਿਸਮ\N_NN ਦੇ\PSP ਗੰਨੇ\N_NN ਲੰਮੇ\JJ ,\RD_PUNC ਦਰਮਿਆਨੇ\JJ ਮੋਟੇ\JJ ਅਤੇ\CC_CCD ਸਾਵੇ\N_NN ਹਰੇ\N_NN ਰੰਗ\N_NN ਦੇ\PSP ਹੁੰਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBAD5062	ਕਿਸਾਨਾ\N_NN ਦੇ\PSP ਖੇਤਾਂ\N_NN ਵਿਚ\PSP ਇਸ\DM_DMD ਦਾ\PSP ਔਸਤਨ\N_NN ਝਾੜ\N_NN 337\QT_QTC ਕੁਇੰਟਲ\N_NN ਪ੍ਰਤੀ\N_NN ਏਕੜ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBAD5063	ਇਸ\DM_DMD ਦੇ\PSP ਰਸ\N_NN ਵਿਚ\PSP ਦਸੰਬਰ\N_NNP ਮਹੀਨੇ\N_NN ਮਿੱਠੇ\JJ ਦੀ\PSP ਮਾਤਰਾ\N_NN 17-18\QT_QTC ਪ੍ਰਤੀਸ਼ਤ\N_NN ਹੁੰਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5064	ਇਹ\DM_DMD ਰੱਤਾ\N_NN ਰੋਗ\N_NN ਦੇ\PSP ਪ੍ਰਚਲਿਤ\N_NN ਆਈਸੋਲੇਟਸ\N_NN ਦਾ\PSP ਟਾਕਰਾ\N_NN ਕਰਨ\V_VM_VNF ਦੀ\PSP ਸਮਰੱਥਾ\N_NN ਰੱਖਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD5065	ਇਸ\DM_DMD ਕਿਸਮ\N_NN ਦਾ\PSP ਮੂਢਾ\N_NN ਵੀ\RP_RPD ਬਹੁਤ\JJ ਚੰਗਾ\JJ ਹੁੰਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
